order_id,total_price,unique_pizza_count,total_qty,order_date,unit_price,min_pizza_size,max_pizza_size,unique_category_count,order_details_id,pizza_id,quantity,order_time,pizza_size,pizza_category,pizza_ingredients,pizza_name,Qty,ingredients,full_date,total_sale
78.0,132.95,6.0,8.0,1/2/2015,15.241666666666667,S,L,4,181,classic_dlx_s,1.0,12:28:14,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,799,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",2015-01-02 12:28:14,1063.6
78.0,132.95,6.0,8.0,1/2/2015,15.241666666666667,S,L,4,182,four_cheese_l,1.0,12:28:14,L,Veggie,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",The Four Cheese Pizza,1316,"Ricotta Cheese, Gorgonzola Piccante Cheese, Mozzarella Cheese, Parmigiano Reggiano Cheese, Garlic",2015-01-02 12:28:14,1063.6
78.0,132.95,6.0,8.0,1/2/2015,15.241666666666667,S,L,4,183,ital_cpcllo_m,1.0,12:28:14,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,404,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-02 12:28:14,1063.6
78.0,132.95,6.0,8.0,1/2/2015,15.241666666666667,S,L,4,184,spicy_ital_l,3.0,12:28:14,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,1109,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",2015-01-02 12:28:14,1063.6
78.0,132.95,6.0,8.0,1/2/2015,15.241666666666667,S,L,4,185,thai_ckn_s,1.0,12:28:14,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,480,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",2015-01-02 12:28:14,1063.6
79.0,52.25,3.0,3.0,1/2/2015,17.416666666666668,S,L,2,186,ital_cpcllo_l,1.0,12:29:11,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,732,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-02 12:29:11,156.75
79.0,52.25,3.0,3.0,1/2/2015,17.416666666666668,S,L,2,187,pep_msh_pep_s,1.0,12:29:11,S,Classic,"Pepperoni, Mushrooms, Green Peppers","The Pepperoni, Mushroom, and Peppers Pizza",578,"Pepperoni, Mushrooms, Green Peppers",2015-01-02 12:29:11,156.75
79.0,52.25,3.0,3.0,1/2/2015,17.416666666666668,S,L,2,188,thai_ckn_l,1.0,12:29:11,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,1410,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",2015-01-02 12:29:11,156.75
80.0,26.5,2.0,2.0,1/2/2015,13.25,S,M,2,189,pepperoni_s,1.0,12:35:38,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,751,"Mozzarella Cheese, Pepperoni",2015-01-02 12:35:38,53.0
80.0,26.5,2.0,2.0,1/2/2015,13.25,S,M,2,190,thai_ckn_m,1.0,12:35:38,M,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,481,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",2015-01-02 12:35:38,53.0
81.0,20.75,1.0,1.0,1/2/2015,20.75,L,L,1,191,thai_ckn_l,1.0,12:40:01,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,1410,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",2015-01-02 12:40:01,20.75
82.0,65.5,4.0,4.0,1/2/2015,16.375,S,L,4,192,big_meat_s,1.0,12:45:51,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,1914,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",2015-01-02 12:45:51,262.0
82.0,65.5,4.0,4.0,1/2/2015,16.375,S,L,4,193,cali_ckn_m,1.0,12:45:51,M,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,944,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",2015-01-02 12:45:51,262.0
82.0,65.5,4.0,4.0,1/2/2015,16.375,S,L,4,194,spicy_ital_l,1.0,12:45:51,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,1109,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",2015-01-02 12:45:51,262.0
82.0,65.5,4.0,4.0,1/2/2015,16.375,S,L,4,195,veggie_veg_m,1.0,12:45:51,M,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,635,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",2015-01-02 12:45:51,262.0
83.0,12.75,1.0,1.0,1/2/2015,12.75,S,S,1,196,southw_ckn_s,1.0,12:53:27,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,367,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",2015-01-02 12:53:27,12.75
84.0,15.25,1.0,1.0,1/2/2015,15.25,L,L,1,197,pepperoni_l,1.0,13:13:41,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,728,"Mozzarella Cheese, Pepperoni",2015-01-02 13:13:41,15.25
85.0,64.75,4.0,4.0,1/2/2015,16.1875,S,L,2,198,classic_dlx_m,1.0,13:34:49,M,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,1181,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",2015-01-02 13:34:49,259.0
85.0,64.75,4.0,4.0,1/2/2015,16.1875,S,L,2,199,classic_dlx_s,1.0,13:34:49,S,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,799,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",2015-01-02 13:34:49,259.0
85.0,64.75,4.0,4.0,1/2/2015,16.1875,S,L,2,200,ital_supr_l,1.0,13:34:49,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,747,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-02 13:34:49,259.0
85.0,64.75,4.0,4.0,1/2/2015,16.1875,S,L,2,201,the_greek_m,1.0,13:34:49,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,281,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",2015-01-02 13:34:49,259.0
86.0,16.5,1.0,1.0,1/2/2015,16.5,L,L,1,202,hawaiian_l,1.0,13:40:31,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,919,"Sliced Ham, Pineapple, Mozzarella Cheese",2015-01-02 13:40:31,16.5
87.0,65.25,4.0,4.0,1/2/2015,16.3125,S,L,3,203,ital_cpcllo_m,1.0,14:01:02,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,404,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-02 14:01:02,261.0
87.0,65.25,4.0,4.0,1/2/2015,16.3125,S,L,3,204,mexicana_m,1.0,14:01:02,M,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,455,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",2015-01-02 14:01:02,261.0
87.0,65.25,4.0,4.0,1/2/2015,16.3125,S,L,3,205,spinach_supr_l,1.0,14:01:02,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,283,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",2015-01-02 14:01:02,261.0
87.0,65.25,4.0,4.0,1/2/2015,16.3125,S,L,3,206,spinach_supr_s,1.0,14:01:02,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,400,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",2015-01-02 14:01:02,261.0
88.0,18.5,1.0,1.0,1/2/2015,18.5,L,L,1,207,five_cheese_l,1.0,14:10:08,L,Veggie,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",The Five Cheese Pizza,1409,"Mozzarella Cheese, Provolone Cheese, Smoked Gouda Cheese, Romano Cheese, Blue Cheese, Garlic",2015-01-02 14:10:08,18.5
89.0,41.5,2.0,2.0,1/2/2015,20.75,L,L,2,208,soppressata_l,1.0,14:30:19,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,405,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",2015-01-02 14:30:19,83.0
89.0,41.5,2.0,2.0,1/2/2015,20.75,L,L,2,209,thai_ckn_l,1.0,14:30:19,L,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,1410,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",2015-01-02 14:30:19,83.0
90.0,33.0,2.0,2.0,1/2/2015,16.5,S,L,2,210,sicilian_l,1.0,15:08:48,L,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,613,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",2015-01-02 15:08:48,66.0
90.0,33.0,2.0,2.0,1/2/2015,16.5,S,L,2,211,thai_ckn_s,1.0,15:08:48,S,Chicken,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",The Thai Chicken Pizza,480,"Chicken, Pineapple, Tomatoes, Red Peppers, Thai Sweet Chilli Sauce",2015-01-02 15:08:48,66.0
91.0,64.0,3.0,4.0,1/2/2015,14.416666666666666,S,L,2,212,bbq_ckn_l,2.0,15:14:43,L,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,992,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-02 15:14:43,256.0
91.0,64.0,3.0,4.0,1/2/2015,14.416666666666666,S,L,2,213,ckn_pesto_s,1.0,15:14:43,S,Chicken,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",The Chicken Pesto Pizza,298,"Chicken, Tomatoes, Red Peppers, Spinach, Garlic, Pesto Sauce",2015-01-02 15:14:43,256.0
91.0,64.0,3.0,4.0,1/2/2015,14.416666666666666,S,L,2,214,pepperoni_s,1.0,15:14:43,S,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,751,"Mozzarella Cheese, Pepperoni",2015-01-02 15:14:43,256.0
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,215,bbq_ckn_m,1.0,15:17:02,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,956,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-02 15:17:02,1522.5
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,216,ital_supr_l,1.0,15:17:02,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,747,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-02 15:17:02,1522.5
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,217,ital_supr_m,1.0,15:17:02,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,941,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-02 15:17:02,1522.5
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,218,ital_veggie_s,1.0,15:17:02,S,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,305,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",2015-01-02 15:17:02,1522.5
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,219,pepperoni_m,1.0,15:17:02,M,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,939,"Mozzarella Cheese, Pepperoni",2015-01-02 15:17:02,1522.5
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,220,peppr_salami_m,1.0,15:17:02,M,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,428,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",2015-01-02 15:17:02,1522.5
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,221,spinach_fet_s,1.0,15:17:02,S,Veggie,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",The Spinach and Feta Pizza,439,"Spinach, Mushrooms, Red Onions, Feta Cheese, Garlic",2015-01-02 15:17:02,1522.5
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,222,spinach_supr_s,1.0,15:17:02,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,400,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",2015-01-02 15:17:02,1522.5
92.0,152.25,9.0,10.0,1/2/2015,15.13888888888889,S,L,4,223,the_greek_m,2.0,15:17:02,M,Classic,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",The Greek Pizza,281,"Kalamata Olives, Feta Cheese, Tomatoes, Garlic, Beef Chuck Roast, Red Onions",2015-01-02 15:17:02,1522.5
93.0,16.25,1.0,1.0,1/2/2015,16.25,M,M,1,224,sicilian_m,1.0,15:29:31,M,Supreme,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",The Sicilian Pizza,574,"Coarse Sicilian Salami, Tomatoes, Green Olives, Luganega Sausage, Onions, Garlic",2015-01-02 15:29:31,16.25
94.0,28.75,2.0,2.0,1/2/2015,14.375,S,M,2,225,ital_cpcllo_m,1.0,16:17:16,M,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,404,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-02 16:17:16,57.5
94.0,28.75,2.0,2.0,1/2/2015,14.375,S,M,2,226,southw_ckn_s,1.0,16:17:16,S,Chicken,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",The Southwest Chicken Pizza,367,"Chicken, Tomatoes, Red Peppers, Red Onions, Jalapeno Peppers, Corn, Cilantro, Chipotle Sauce",2015-01-02 16:17:16,57.5
95.0,32.75,2.0,2.0,1/2/2015,16.375,S,L,2,227,napolitana_s,1.0,16:18:04,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,471,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",2015-01-02 16:18:04,65.5
95.0,32.75,2.0,2.0,1/2/2015,16.375,S,L,2,228,peppr_salami_l,1.0,16:18:04,L,Supreme,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",The Pepper Salami Pizza,696,"Genoa Salami, Capocollo, Pepperoni, Tomatoes, Asiago Cheese, Garlic",2015-01-02 16:18:04,65.5
96.0,12.0,1.0,1.0,1/2/2015,12.0,S,S,1,229,napolitana_s,1.0,16:21:20,S,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,471,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",2015-01-02 16:21:20,12.0
97.0,12.0,1.0,1.0,1/2/2015,12.0,S,S,1,230,big_meat_s,1.0,16:45:33,S,Classic,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",The Big Meat Pizza,1914,"Bacon, Pepperoni, Italian Sausage, Chorizo Sausage",2015-01-02 16:45:33,12.0
98.0,41.0,2.0,2.0,1/2/2015,20.5,L,L,1,231,classic_dlx_l,1.0,17:18:18,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,473,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",2015-01-02 17:18:18,82.0
98.0,41.0,2.0,2.0,1/2/2015,20.5,L,L,1,232,napolitana_l,1.0,17:18:18,L,Classic,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",The Napolitana Pizza,566,"Tomatoes, Anchovies, Green Olives, Red Onions, Garlic",2015-01-02 17:18:18,82.0
99.0,20.75,1.0,1.0,1/2/2015,20.75,L,L,1,233,ital_supr_l,1.0,17:45:42,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,747,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-02 17:45:42,20.75
100.0,16.5,1.0,1.0,1/2/2015,16.5,L,L,1,234,hawaiian_l,1.0,17:46:17,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,919,"Sliced Ham, Pineapple, Mozzarella Cheese",2015-01-02 17:46:17,16.5
101.0,73.25,4.0,4.0,1/2/2015,18.3125,M,L,3,235,cali_ckn_l,1.0,17:51:33,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,927,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",2015-01-02 17:51:33,293.0
101.0,73.25,4.0,4.0,1/2/2015,18.3125,M,L,3,236,pepperoni_l,1.0,17:51:33,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,728,"Mozzarella Cheese, Pepperoni",2015-01-02 17:51:33,293.0
101.0,73.25,4.0,4.0,1/2/2015,18.3125,M,L,3,237,soppressata_l,1.0,17:51:33,L,Supreme,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",The Soppressata Pizza,405,"Soppressata Salami, Fontina Cheese, Mozzarella Cheese, Mushrooms, Garlic",2015-01-02 17:51:33,293.0
101.0,73.25,4.0,4.0,1/2/2015,18.3125,M,L,3,238,spicy_ital_m,1.0,17:51:33,M,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,408,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",2015-01-02 17:51:33,293.0
102.0,25.25,2.0,2.0,1/2/2015,12.625,S,S,2,239,bbq_ckn_s,1.0,17:54:04,S,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,484,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-02 17:54:04,50.5
102.0,25.25,2.0,2.0,1/2/2015,12.625,S,S,2,240,prsc_argla_s,1.0,17:54:04,S,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,424,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",2015-01-02 17:54:04,50.5
103.0,12.5,1.0,1.0,1/2/2015,12.5,S,S,1,241,spinach_supr_s,1.0,18:02:09,S,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,400,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",2015-01-02 18:02:09,12.5
104.0,70.5,4.0,4.0,1/2/2015,17.625,M,L,2,242,bbq_ckn_m,1.0,18:02:12,M,Chicken,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",The Barbecue Chicken Pizza,956,"Barbecued Chicken, Red Peppers, Green Peppers, Tomatoes, Red Onions, Barbecue Sauce",2015-01-02 18:02:12,282.0
104.0,70.5,4.0,4.0,1/2/2015,17.625,M,L,2,243,ckn_alfredo_m,1.0,18:02:12,M,Chicken,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",The Chicken Alfredo Pizza,703,"Chicken, Red Onions, Red Peppers, Mushrooms, Asiago Cheese, Alfredo Sauce",2015-01-02 18:02:12,282.0
104.0,70.5,4.0,4.0,1/2/2015,17.625,M,L,2,244,ital_veggie_m,1.0,18:02:12,M,Veggie,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",The Italian Vegetables Pizza,486,"Eggplant, Artichokes, Tomatoes, Zucchini, Red Peppers, Garlic, Pesto Sauce",2015-01-02 18:02:12,282.0
104.0,70.5,4.0,4.0,1/2/2015,17.625,M,L,2,245,veggie_veg_l,1.0,18:02:12,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,427,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",2015-01-02 18:02:12,282.0
105.0,52.75,3.0,4.0,1/2/2015,14.083333333333334,S,L,2,246,hawaiian_s,2.0,18:12:01,S,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,1020,"Sliced Ham, Pineapple, Mozzarella Cheese",2015-01-02 18:12:01,211.0
105.0,52.75,3.0,4.0,1/2/2015,14.083333333333334,S,L,2,247,pepperoni_l,1.0,18:12:01,L,Classic,"Mozzarella Cheese, Pepperoni",The Pepperoni Pizza,728,"Mozzarella Cheese, Pepperoni",2015-01-02 18:12:01,211.0
105.0,52.75,3.0,4.0,1/2/2015,14.083333333333334,S,L,2,248,prsc_argla_m,1.0,18:12:01,M,Supreme,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",The Prosciutto and Arugula Pizza,598,"Prosciutto di San Daniele, Arugula, Mozzarella Cheese",2015-01-02 18:12:01,211.0
106.0,41.0,2.0,2.0,1/2/2015,20.5,L,L,2,249,mexicana_l,1.0,18:12:13,L,Veggie,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",The Mexicana Pizza,867,"Tomatoes, Red Peppers, Jalapeno Peppers, Red Onions, Cilantro, Corn, Chipotle Sauce, Garlic",2015-01-02 18:12:13,82.0
106.0,41.0,2.0,2.0,1/2/2015,20.5,L,L,2,250,spicy_ital_l,1.0,18:12:13,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,1109,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",2015-01-02 18:12:13,82.0
107.0,78.25,4.0,4.0,1/2/2015,19.5625,M,L,3,251,cali_ckn_l,1.0,18:25:09,L,Chicken,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",The California Chicken Pizza,927,"Chicken, Artichoke, Spinach, Garlic, Jalapeno Peppers, Fontina Cheese, Gouda Cheese",2015-01-02 18:25:09,313.0
107.0,78.25,4.0,4.0,1/2/2015,19.5625,M,L,3,252,ital_supr_m,1.0,18:25:09,M,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,941,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-02 18:25:09,313.0
107.0,78.25,4.0,4.0,1/2/2015,19.5625,M,L,3,253,spicy_ital_l,1.0,18:25:09,L,Supreme,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",The Spicy Italian Pizza,1109,"Capocollo, Tomatoes, Goat Cheese, Artichokes, Peperoncini verdi, Garlic",2015-01-02 18:25:09,313.0
107.0,78.25,4.0,4.0,1/2/2015,19.5625,M,L,3,254,veggie_veg_l,1.0,18:25:09,L,Veggie,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",The Vegetables + Vegetables Pizza,427,"Mushrooms, Tomatoes, Red Peppers, Green Peppers, Red Onions, Zucchini, Spinach, Garlic",2015-01-02 18:25:09,313.0
108.0,57.75,3.0,3.0,1/2/2015,19.25,L,L,2,255,classic_dlx_l,1.0,18:25:25,L,Classic,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",The Classic Deluxe Pizza,473,"Pepperoni, Mushrooms, Red Onions, Red Peppers, Bacon",2015-01-02 18:25:25,173.25
108.0,57.75,3.0,3.0,1/2/2015,19.25,L,L,2,256,hawaiian_l,1.0,18:25:25,L,Classic,"Sliced Ham, Pineapple, Mozzarella Cheese",The Hawaiian Pizza,919,"Sliced Ham, Pineapple, Mozzarella Cheese",2015-01-02 18:25:25,173.25
108.0,57.75,3.0,3.0,1/2/2015,19.25,L,L,2,257,spinach_supr_l,1.0,18:25:25,L,Supreme,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",The Spinach Supreme Pizza,283,"Spinach, Red Onions, Pepperoni, Tomatoes, Artichokes, Kalamata Olives, Garlic, Asiago Cheese",2015-01-02 18:25:25,173.25
109.0,74.5,4.0,4.0,1/2/2015,18.625,M,L,2,258,ital_cpcllo_l,1.0,18:27:50,L,Classic,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",The Italian Capocollo Pizza,732,"Capocollo, Red Peppers, Tomatoes, Goat Cheese, Garlic, Oregano",2015-01-02 18:27:50,298.0
109.0,74.5,4.0,4.0,1/2/2015,18.625,M,L,2,259,ital_supr_l,1.0,18:27:50,L,Supreme,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",The Italian Supreme Pizza,747,"Calabrese Salami, Capocollo, Tomatoes, Red Onions, Green Olives, Garlic",2015-01-02 18:27:50,298.0
